Identifier	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	RIBO_FC	RIBO_padj	RNA_FC	RNA_padj
LOC102725121	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105378947	0.0310001165797903	-1.28126300223811	6.12047839850729	-0.209340335642815	0.834182565975513	NA	NA	NA	0.00618634780147562	NA
LOC107984841	0.204457284534374	-1.59169638728242	5.99552963140165	-0.265480530518253	0.790639306318016	NA	NA	NA	0.00845533618541868	NA
LOC107985728	0.522743642994971	-4.20735213766486	3.9218560966827	-1.07279615415355	0.283362586726264	NA	0.000182249129870584	NA	0.0243081903588585	NA
LOC107985729	0.0344858513695341	-1.28126300223811	6.12047839850729	-0.209340335642814	0.834182565975513	NA	NA	NA	0.00638156091243574	NA
LOC105378949	2.68515821377951	1.53202192070113	1.5373519298367	0.99653299349867	0.318991244527714	NA	0.00556133214309761	NA	-0.0868369475269002	0.483025590177772
LOC100506504	5.74853211118487	-0.916232694275862	1.67432795216955	-0.547224152286672	0.584224745072927	NA	NA	NA	0.0697541863711719	0.674814211723012
LOC105378592	0.895267821384517	-1.81480618288025	2.22025236005415	-0.817387345479948	0.413707105106399	NA	-0.0076199040907833	NA	-0.0067247379095595	NA
LOC107985734	2.03572516301311	-0.625444838546588	1.8926301070334	-0.330463325201426	0.741049899744594	NA	NA	NA	0.0152607287630275	0.92901225272447
C1orf195	0.0336229038683352	0.161330701382701	6.12047839850729	0.0263591652283338	0.978970864250373	NA	NA	NA	-0.00635756807220582	NA
ANO7P1	0.0387699338288991	-1.28126300223811	6.12047839850729	-0.209340335642815	0.834182565975513	NA	NA	NA	0.00655148035354005	NA
MST1L	0.224519811293271	0.644265950097308	5.89536732181924	0.109283427974509	0.912977690425321	NA	NA	NA	-0.00820699723172235	NA
LOC107985103	0.581827384847969	-2.9071422074799	3.01685040343263	-0.963634857125201	0.33522902457073	NA	-0.00362502821037408	NA	0.0267405633976866	NA
LOC105378950	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM269	0.379613910847401	1.10268965047727	4.1635547841916	0.26484331481935	0.791130167530104	NA	NA	NA	-0.0217265558359066	NA
LOC107983962	0.616063328465678	-3.24306538787564	4.09980800636425	-0.79102860008111	0.428927302211205	NA	-0.00816229227334951	NA	0.00551807720789282	NA
LOC101927844	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105378862	3.20935718493469	-0.865962700390657	1.38263664137823	-0.626312564324531	0.531109946840429	NA	-0.00427703407392332	NA	0.0110553425700826	0.961787462762425
LOC101928436	1.18920598862837	1.04034127955824	1.94548647422332	0.534746087080128	0.592825447934409	NA	0.00170615876323463	NA	-0.0320497913766206	NA
LOC107985184	0.44629063698128	-0.365475022370844	2.99083783447444	-0.122198207525038	0.90274204600526	NA	NA	NA	-0.00178501647943511	NA
LINC01750	6.88558090734892	-0.981997338908208	1.1946433163633	-0.822000446039057	0.411076643047734	NA	-0.0466325635205261	NA	-0.0652236574824306	0.599031683249516
C1orf137	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
NBPF7	0.433768857680463	-1.23040490533478	3.02370285428035	-0.406919913970058	0.684066809367593	NA	NA	NA	0.017331088295343	NA
LOC100996720	0.308476372803779	0.424206887842444	6.0783719766188	0.0697895570514946	0.944361159177015	NA	-0.00616134641752001	NA	-0.00551389254880325	NA
LOC105369199	0.512820594713462	-1.85200511897987	2.75888134931117	-0.671288426173989	0.502036806280477	NA	-0.00694265061579393	NA	0.00199355281708811	NA
LOC100996721	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100996318	0.0705343479422699	-0.55997628405328	6.12047839850729	-0.0914922408989879	0.927101471245057	NA	NA	NA	0.000531757274723328	NA
LOC107985199	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107983967	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985108	0.0916400342640744	0.16136448019789	6.12047839850729	0.0263646842111632	0.978966462269028	NA	0.00459966719679351	NA	NA	NA
LOC105369140	0.0756174963693238	-2.08246403226401	6.1152116209706	-0.340538342961463	0.733451152786298	NA	NA	NA	0.00840544799370299	NA
LOC388692	0.191332283503526	-0.657712661112009	6.06990516703372	-0.108356332267613	0.913713038922551	NA	NA	NA	0.000737837760715137	NA
LOC100996713	0.0317644141133708	0.161330701382701	6.12047839850729	0.0263591652283337	0.978970864250373	NA	NA	NA	-0.00629408265474409	NA
LOC107985109	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985527	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105371215	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985111	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985528	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100996741	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105371303	0.441774601751651	-1.24736475679225	3.48074537146357	-0.358361392079584	0.720072880272296	NA	NA	NA	0.015025251690713	NA
LOC101060254	0.554631790929313	-0.231614736650837	2.7156307415181	-0.085289481043862	0.93203125397248	NA	-0.0010521661655614	NA	-0.0031834974835741	NA
LOC100996517	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100996716	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC653513	12.8705894609856	0.139643180217905	1.00871584415082	0.138436588487874	0.889895381958805	NA	-0.0103622230901125	0.935842407687571	-0.0446971004584461	0.779771025524567
LOC107983947	11.2645608466862	3.12996172611734	1.63735419832224	1.91159721538842	0.055927876782067	NA	0.00748357973877417	NA	-0.115341516106848	0.289532573345713
LOC100131107	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105371448	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101928120	2.17808266906901	1.03483216676031	1.68815769500626	0.61299496476037	0.539879669103958	NA	0.00889013449509042	NA	0.0158630610278375	0.917126199628959
POP3	0.0317644141133708	0.161330701382701	6.12047839850729	0.0263591652283337	0.978970864250373	NA	NA	NA	-0.00629408265474409	NA
LOC105371598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985246	1.83428671480696	-0.69196128347745	1.57525889395027	-0.439268291793118	0.660467146723756	NA	-0.016961238017522	NA	-0.0215714239823849	NA
LOC100505650	0.0336229038683352	0.161330701382701	6.12047839850729	0.0263591652283338	0.978970864250373	NA	NA	NA	-0.00635756807220582	NA
LOC105372883	0.84756026847934	-0.951198380312702	2.1914456921647	-0.434050628639176	0.664251676392243	NA	0.00459966719679351	NA	0.0482570336881224	NA
MIR205HG	0.0930690042994829	0.108769015959386	6.11930955210682	0.0177747203394765	0.985818571820826	NA	NA	NA	-0.00245468839658012	NA
LOC107985330	0.0903475670433196	1.38122088816719	6.09568205322356	0.226590047858018	0.820742531689199	NA	NA	NA	-0.00890208234277909	NA
LOC105379282	0.133986818125614	-1.85617835351016	6.09264676724113	-0.304658783681739	0.760626043967347	NA	NA	NA	0.00702271663874106	NA
LOC105373289	0.279229485618549	0.191830618207036	4.61177141559852	0.0415958643479602	0.966820870162464	NA	0.00424862186363466	NA	0.000823531675449567	NA
LOC107985355	0.0945289448065319	0.174372992356973	6.11797038359573	0.0285017712450069	0.977261955355161	NA	NA	NA	-0.00311974262925507	NA
LOC101060022	0.284246623795203	-2.13177441393	6.05884558654168	-0.351844981602641	0.724954522320158	NA	NA	NA	0.00605794242705988	NA
LOC100506571	0.4839325833875	-0.964057849663338	3.48235361713098	-0.276840882821544	0.781902287576746	NA	NA	NA	0.00967321935476416	NA
LOC101927401	0.357848579985115	0.907181593109854	3.48979670839214	0.259952561399435	0.794900366380724	NA	NA	NA	-0.0240075071762472	NA
BTNL10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105373132	2.23842270471999	1.22028896019948	1.71290411168185	0.712409382333327	0.4762113073063	NA	0.00692126987253846	NA	-0.0141438545080273	0.923755798936187
LOC107983951	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1orf229	0.581403235936478	1.15838187432796	3.56830638324746	0.324630721108016	0.745460573371513	NA	0.00674889478573915	NA	0.000336150656321694	NA
LOC107985115	7.23885978083796	0.685669886547172	0.776612192442547	0.88289868897197	0.377291012028507	NA	0.0309549020452889	0.777921542377176	-0.0143970330804673	0.95240102206534
OR2W5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107987363	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107987364	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101927262	1.26376676106878	1.13797225586156	2.0823755841167	0.546477909432588	0.584737468563441	NA	NA	NA	-0.0886474798981116	0.294296146356537
LOC100996637	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105373392	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985837	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC102723730	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105373395	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101926982	0.0317644141133708	0.161330701382701	6.12047839850729	0.0263591652283337	0.978970864250373	NA	NA	NA	-0.00629408265474409	NA
C2orf48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985856	0.279178746251284	-1.25569652849921	6.03800827376118	-0.207965354064845	0.835256019345865	NA	NA	NA	0.00482972307917417	NA
LOC107985792	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105374378	0.46468607419541	1.58167801970988	4.0893287844075	0.386781817529756	0.698917739116708	NA	-0.00616134641752001	NA	-0.0231117244079706	NA
LOC107985876	0.0340977202349398	0.161330701382701	6.12047839850729	0.0263591652283337	0.978970864250373	NA	NA	NA	-0.0063817130826417	NA
LOC102724965	1.05801096797827	-1.06866581664539	2.55260596410511	-0.418656789051279	0.675466979880722	NA	NA	NA	0.0231624066469059	0.810788775206819
LOC107985795	0.166856713291632	2.19911937857575	6.09176520929344	0.360998709408699	0.718100411853447	NA	0.00424862186363466	NA	-0.00901464410445357	NA
LOC107984043	0.394586442396182	0.990790751905957	3.37629532470036	0.293455002190571	0.769174389222251	NA	NA	NA	-0.028195733308658	NA
LOC107985770	27.8606488038261	0.442542458328098	0.876077729906183	0.505140632185101	0.613460064537102	NA	1.57639202227279	0.0433846374717813	1.3714285217072	0.0146202616865974
LOC107985896	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105374811	2.01258539443374	1.76066033838846	2.55990876707591	0.687782455778533	0.491589785847617	NA	0.0087290846526506	NA	0.0112336697392463	0.895321602123409
LOC102724642	2.39331441569894	-0.598358897558823	2.77465520824427	-0.215651622508243	0.829259313479798	NA	NA	NA	0.00415801146416991	0.968942728092377
LOC730268	17.3204661899595	1.17957877788351	1.16291775168038	1.01432691708339	0.310426784199867	NA	0.00980005055274836	NA	0.0598937057407303	0.817038915422516
LOC107985911	8.59131089164566	-0.55110312849232	0.927589462496954	-0.594123964074388	0.552429203807849	NA	-0.0133069634425627	0.887725094259711	0.0309098236979677	0.891223677653736
LOC101060017	0.0658621343483106	0.909023887317244	6.11759981966052	0.148591590511667	0.881875909139971	NA	NA	NA	-0.00815390307552962	NA
LOC101930047	0.0968622509281009	0.187717083347817	6.11759944059619	0.030684762082024	0.975520943537911	NA	NA	NA	-0.00364407249235284	NA
LOC107985799	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985914	0.397227260356625	1.10927503352611	3.44679283547711	0.32182817084583	0.747582871506485	NA	NA	NA	-0.0278842877978614	NA
LOC107984110	4.33203714201294	-2.09044926077616	1.52284443580792	-1.37272672875947	0.169837316559218	NA	-0.012197080481926	NA	0.0551279031675267	0.743974029833386
LOC402096	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985931	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985773	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105373985	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105375809	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985939	2.63074521199604	-0.710350041232231	1.71829503527602	-0.413404000272935	0.679310644284868	NA	NA	NA	0.0328507307630888	0.852533559034108
LOC105373989	21.2280749105091	-0.233632402212668	1.28863195294445	-0.18130266107311	0.856130017409377	NA	-0.0915026108909226	0.0956977009928835	-0.182835147017599	0.0386113151409896
LOC107985803	1.36749385783298	0.154763681260244	1.93325616870307	0.0800533751117254	0.936194804946256	NA	NA	NA	-0.0427090626201455	0.735381292653743
LOC107985778	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf27A	4.82965870842441	1.01838577612086	1.50211547007167	0.677967703822577	0.497792170710986	NA	0.00401177102395947	NA	-0.0273043699467307	0.894432319108005
C2orf27B	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF806	0.309822027055818	0.920779443862155	4.48738616826404	0.205192824806152	0.837421475153515	NA	0.00616279037397725	NA	0.000528492659693158	NA
LOC107985946	0.110813331660881	0.161364480197891	6.12047839850729	0.0263646842111632	0.978966462269028	NA	0.00487004201900104	NA	NA	NA
LOC100144595	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985956	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105373750	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985805	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105373759	0.729756336208084	-1.9002856232243	2.45676516334646	-0.773490951262043	0.439231881905253	NA	-0.00704628069063166	NA	0.00324889208115876	NA
LOC105373780	0.706080349025427	0.448950660113238	2.48512629136534	0.180655068385512	0.856638328623341	NA	0.000895011528404249	NA	-0.00296713307199486	NA
LOC729254	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107985971	8.10832643373557	1.06809478844973	0.841435786968208	1.26937171557463	0.204308519182312	NA	-0.00907092855913609	0.957070431471792	-0.14640153131997	0.233704604018709
LOC100130451	0.24094186523578	-0.221115227367348	5.82291759083189	-0.0379732709450485	0.969708993348291	NA	NA	NA	-0.00192333215189899	NA
LOC105373926	1.08030303335295	-1.71958127483665	2.32938088576582	-0.738213868476605	0.46038449663599	NA	-0.0101596608041453	NA	-0.00707277696419115	NA
LOC105373944	5.81796817906822	0.550534186851383	1.30412949406693	0.422146872190231	0.672917817217425	NA	0.021169533223886	NA	0.0581696353973342	0.657149039250641
LOC100287387	4.93384650979856	-0.344026695430807	1.28415965459224	-0.267900252278245	0.788776099504142	NA	-0.00530698186940782	NA	-0.11708671141204	0.467619861823837
LOC401040	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101927509	5.56459004085857	1.11574229834998	1.12360223337639	0.993004699712291	0.320707664174049	NA	0.0372569589072697	NA	0.0709215258809765	0.663431708608151
LOC107986004	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHL1-AS2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986062	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC401052	1.12388837320971	-0.839407117657625	2.15816334477446	-0.388945127666111	0.697316738267877	NA	NA	NA	0.020377308984397	0.864787771874033
FANCD2P2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105377641	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC339862	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105377021	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC105377022	2.18471577575616	-2.66589123457733	1.82904386997183	-1.45753269144845	0.144969394060996	NA	-0.00559313146953918	NA	0.15505766356515	0.163408341814315
LOC101928592	6.45546260309658	-0.875028721051901	1.53783312859632	-0.569001086516192	0.569355402595871	NA	NA	NA	0.134344809881821	0.510347475656456
PRSS43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC107986084	3.81394300947498	-2.48842522222898	1.49349305617523	-1.66617796576955	0.0956779732830892	NA	-0.0234495184132458	NA	-0.000495541095831914	0.997134041038281
LOC107986035	0.474168271842057	1.94675085760643	3.41093356624868	0.570738426825315	0.568176966545357	NA	-0.00215693674020908	NA	-0.020845187709525	NA
LOC105377135	0.90418910572349	0.0177196522152212	2.59118613681293	0.00683843277928915	0.994543762591413	NA	-0.0149396887515411	NA	-0.0204836037120756	NA
